CO2,Radiation,diameter,humidity,outside_temperature,inside_temperature,measurement,Yield
55.69,30.95,40.99,0.79,55.69,34.28,7.53,31.3
59.24,33.03,42.46,0.75,59.24,37.48,8.6,31.3
54.86,32.12,40.85,0.79,54.86,35.25,7.4,31.3
54.49,32.71,40.8,0.79,54.49,35.75,7.35,31.3
70.63,55.18,56.68,0.85,70.63,55.18,8.34,53.5
69.12,56.06,56.52,0.86,69.12,56.06,8.17,53.5
68.93,55.94,56.55,0.86,68.93,55.94,8.1,53.5
71.62,53.52,56.07,0.84,71.62,53.52,8.8,53.5
71.58,54.41,55.91,0.83,71.58,54.41,8.86,53.5
71.67,53.31,56.04,0.84,71.67,53.31,8.74,53.5
39.25,27.33,28.4,0.58,46.3,36.87,10.0,41.0
39.3,28.01,28.41,0.58,46.6,37.18,10.0,41.0
39.42,27.9,28.64,0.59,46.24,37.21,10.0,41.0
39.6,27.83,28.63,0.59,46.38,37.15,10.0,41.0
40.23,26.8,28.41,0.58,47.51,36.1,10.0,41.0
38.71,26.64,28.75,0.6,46.25,36.15,10.0,41.0
42.46,24.48,31.5,0.8,46.24,30.1,8.9,35.0
43.05,27.17,31.52,0.81,44.46,31.55,9.18,35.0
43.04,27.03,31.52,0.81,44.44,31.4,9.14,35.0
42.91,26.91,31.49,0.82,44.06,31.09,9.01,35.0
42.81,26.44,31.51,0.81,44.51,30.75,8.99,35.0
42.99,27.03,31.51,0.81,44.29,31.32,9.1,35.0
56.45,29.59,40.45,0.91,56.45,33.49,5.39,15.1
57.21,29.06,38.71,0.88,57.21,32.8,5.8,15.1
56.48,28.23,39.01,0.9,56.48,33.2,5.92,15.1
56.1,28.58,40.07,0.91,56.1,33.49,5.64,15.1
56.55,27.36,38.87,0.9,56.55,32.96,5.89,15.1
56.85,28.94,38.87,0.89,56.85,32.92,5.82,15.1
53.03,34.83,40.9,0.79,53.03,38.57,8.38,65.6
51.26,35.02,40.3,0.8,51.26,38.93,8.18,65.6
51.02,35.23,40.32,0.8,51.02,39.11,8.26,65.6
50.82,34.96,40.29,0.81,50.82,38.89,8.23,65.6
52.02,34.92,40.47,0.8,52.02,38.6,8.08,65.6
50.46,34.02,40.13,0.82,50.46,38.32,8.35,65.6
60.23,38.17,44.98,0.91,60.23,41.13,5.69,24.0
60.25,38.18,45.02,0.91,60.25,41.15,5.67,24.0
60.19,38.11,44.93,0.91,60.19,41.05,5.68,24.0
57.25,18.52,29.71,0.78,57.25,22.0,9.41,45.2
57.23,17.99,29.21,0.77,57.23,21.55,9.55,45.2
57.2,18.31,29.18,0.77,57.2,21.59,9.54,45.2
57.22,18.07,29.2,0.77,57.22,21.56,9.55,45.2
57.24,17.84,29.24,0.77,57.24,21.49,9.57,45.2
57.2,18.27,29.19,0.77,57.2,21.57,9.55,45.2
32.19,24.27,27.54,0.66,41.17,34.87,10.0,51.0
32.25,24.41,27.47,0.66,41.11,34.87,10.0,51.0
32.37,24.26,27.99,0.67,41.65,35.2,10.0,51.0
33.11,24.69,27.09,0.66,40.79,34.62,10.0,51.0
37.09,30.46,27.4,0.57,44.3,38.48,9.95,42.4
36.68,30.54,27.43,0.57,44.43,38.52,9.95,42.4
37.13,30.47,27.41,0.57,44.33,38.49,9.95,42.4
36.92,30.99,27.26,0.56,44.94,38.72,9.96,42.4
36.02,28.72,27.81,0.61,43.07,36.72,9.93,42.4
36.4,29.11,27.5,0.59,43.22,37.24,9.94,42.4
58.31,19.36,25.81,0.61,58.31,25.28,10.0,32.0
57.94,17.82,24.82,0.61,57.94,24.0,10.0,32.0
57.61,19.14,25.91,0.63,57.61,24.74,10.0,32.0
58.47,17.27,24.56,0.6,58.47,23.47,10.0,32.0
58.96,15.97,23.14,0.58,58.96,22.99,10.0,32.0
58.33,17.38,24.5,0.6,58.33,23.6,10.0,32.0
58.9,34.65,43.45,0.93,58.9,38.36,5.3,21.4
58.9,35.16,43.66,0.92,58.9,38.85,5.34,21.4
58.33,34.52,42.66,0.92,58.33,37.81,4.73,21.4
58.12,34.87,42.49,0.9,58.12,38.05,4.69,21.4
60.12,38.02,44.86,0.91,60.12,40.89,5.64,21.4
62.54,37.5,44.2,0.85,62.54,40.62,8.24,21.4
60.12,26.46,27.06,0.57,60.12,32.81,10.0,27.7
60.36,27.47,27.0,0.55,60.36,33.64,10.0,27.7
59.47,25.27,26.98,0.57,59.47,31.3,10.0,27.7
59.12,24.25,26.9,0.58,59.12,30.37,10.0,27.7
59.63,26.23,26.4,0.55,59.63,32.28,10.0,27.7
59.14,24.32,26.9,0.58,59.14,30.44,10.0,27.7
59.03,28.25,37.0,0.85,59.03,32.61,7.01,12.7
58.45,26.97,36.39,0.84,58.45,32.19,6.72,12.7
58.52,27.89,37.5,0.86,58.52,32.49,6.28,12.7
57.46,29.21,36.04,0.83,57.46,33.38,6.96,12.7
57.12,29.13,38.62,0.88,57.12,32.84,5.86,12.7
57.41,29.36,35.81,0.82,57.41,33.37,7.1,12.7
40.57,25.78,33.64,0.88,46.18,31.9,5.27,42.9
40.5,26.43,34.13,0.88,45.87,32.36,4.81,42.9
37.95,25.79,33.32,0.9,44.11,31.36,5.97,42.9
40.16,26.71,34.63,0.92,45.98,31.43,5.22,42.9
42.56,28.32,35.48,0.88,47.14,31.85,5.26,42.9
36.1,26.31,33.73,0.89,43.19,32.21,6.84,42.9
59.17,22.73,26.81,0.6,59.17,28.19,10.0,26.7
59.2,23.48,26.99,0.6,59.2,28.59,10.0,26.7
57.64,18.92,26.18,0.61,57.64,25.68,10.0,26.7
59.36,24.27,27.49,0.6,59.36,29.98,10.0,26.7
59.5,24.6,27.56,0.6,59.5,30.23,10.0,26.7
59.38,24.31,27.48,0.6,59.38,29.86,10.0,26.7
60.57,29.91,31.19,0.65,60.57,34.06,10.0,17.3
60.59,29.88,31.19,0.65,60.59,34.02,10.0,17.3
60.38,29.96,31.13,0.65,60.38,34.2,10.0,17.3
60.57,29.85,31.18,0.65,60.57,33.99,10.0,17.3
60.43,29.88,31.14,0.65,60.43,34.09,10.0,17.3
60.46,29.83,31.15,0.65,60.46,34.02,10.0,17.3
66.14,51.35,54.83,0.88,66.14,51.35,8.76,63.2
66.32,51.35,53.39,0.86,66.32,51.35,8.9,63.2
65.84,51.06,53.74,0.87,65.84,51.06,8.66,63.2
65.98,51.36,54.34,0.87,65.98,51.36,8.69,63.2
65.67,50.75,53.36,0.87,65.67,50.75,8.62,63.2
66.25,52.12,53.35,0.86,66.25,52.12,8.71,63.2
58.88,12.91,19.7,0.55,58.88,20.84,9.99,25.8
58.4,13.55,21.65,0.59,58.4,21.28,9.99,25.8
58.86,12.91,19.67,0.55,58.86,20.89,9.99,25.8
58.9,12.87,19.69,0.56,58.9,20.74,9.98,25.8
58.88,13.12,19.79,0.55,58.88,21.11,9.99,25.8
58.79,14.45,22.26,0.59,58.79,21.81,9.99,25.8
56.61,25.91,36.79,0.85,56.61,29.87,5.08,44.6
58.15,23.27,34.19,0.8,58.15,28.49,6.91,44.6
56.62,25.87,36.92,0.86,56.62,29.85,4.95,44.6
56.6,25.9,36.95,0.86,56.6,29.86,4.93,44.6
58.58,25.77,35.81,0.81,58.58,29.35,6.18,44.6
58.57,25.65,35.77,0.81,58.57,29.32,6.17,44.6
63.02,35.31,40.2,0.76,63.02,40.04,9.79,12.3
62.82,35.22,40.11,0.76,62.82,39.9,9.75,12.3
62.0,35.58,39.51,0.75,62.0,39.46,9.66,12.3
62.12,35.64,39.58,0.75,62.12,39.53,9.68,12.3
62.22,35.37,39.78,0.76,62.22,39.58,9.66,12.3
62.27,35.66,39.71,0.75,62.27,39.62,9.7,12.3
72.28,55.75,56.24,0.81,72.28,55.75,9.51,29.8
72.21,55.6,56.29,0.81,72.21,55.6,9.58,29.8
72.23,55.71,56.3,0.81,72.23,55.71,9.55,29.8
72.31,55.54,56.44,0.82,72.31,55.54,9.51,29.8
72.37,55.53,56.45,0.82,72.37,55.53,9.47,29.8
72.18,55.53,56.4,0.82,72.18,55.53,9.6,29.8
58.77,14.43,22.29,0.59,58.77,21.82,9.99,12.1
59.16,23.37,24.99,0.56,59.16,29.56,9.99,12.1
58.77,17.21,23.34,0.58,58.77,24.43,9.98,12.1
59.01,21.25,22.26,0.54,59.01,28.07,9.96,12.1
58.55,14.1,21.09,0.59,58.55,21.92,9.98,12.1
59.02,21.75,22.29,0.53,59.02,28.48,9.96,12.1
67.32,51.31,55.11,0.86,67.32,51.31,8.8,27.0
68.06,51.72,55.31,0.85,68.06,51.72,9.1,27.0
62.9,39.27,41.65,0.74,62.9,42.18,9.93,11.6
62.79,39.26,41.72,0.75,62.79,42.14,9.92,11.6
62.8,39.21,41.69,0.75,62.8,42.1,9.93,11.6
62.92,38.24,40.97,0.74,62.92,41.39,9.83,11.6
62.61,36.29,40.11,0.75,62.61,40.02,9.77,11.6
62.61,36.59,40.16,0.75,62.61,40.15,9.78,11.6
62.77,36.27,40.23,0.75,62.77,40.08,9.79,16.8
62.68,36.28,40.16,0.75,62.68,40.05,9.78,16.8
62.77,36.01,40.18,0.75,62.77,39.99,9.78,16.8
62.69,36.06,40.13,0.75,62.69,39.97,9.77,16.8
62.53,36.16,40.01,0.75,62.53,39.93,9.76,16.8
62.56,35.97,40.0,0.75,62.56,39.87,9.75,16.8
58.93,27.61,33.73,0.76,58.93,31.4,8.5,12.6
59.41,24.97,31.01,0.71,59.41,30.9,9.47,12.6
59.2,25.32,31.06,0.71,59.2,31.12,9.48,12.6
59.72,25.89,34.31,0.78,59.72,30.94,8.27,12.6
60.27,24.38,31.88,0.72,60.27,30.26,9.31,12.6
59.79,25.86,34.5,0.78,59.79,31.0,8.22,12.6
60.95,28.99,29.87,0.65,60.95,33.46,10.0,10.3
60.5,28.18,29.22,0.63,60.5,33.0,10.0,10.3
59.9,28.46,30.83,0.66,59.9,33.71,9.94,10.3
60.02,27.85,30.31,0.64,60.02,33.59,9.95,10.3
59.67,27.8,30.36,0.65,59.67,33.39,9.94,10.3
60.57,29.24,30.58,0.66,60.57,33.76,9.97,10.3
62.34,24.86,32.14,0.65,62.34,29.59,9.35,31.1
62.14,25.9,32.31,0.66,62.14,29.3,9.24,31.1
62.0,26.41,32.32,0.68,62.0,28.88,9.14,31.1
61.88,26.28,32.78,0.68,61.88,29.55,9.11,31.1
61.89,27.02,32.69,0.68,61.89,29.38,9.12,31.1
61.94,26.73,32.52,0.68,61.94,29.16,9.13,31.1
62.45,50.68,50.06,0.78,62.45,50.68,10.0,15.7
62.36,50.72,50.04,0.78,62.36,50.72,10.0,15.7
62.57,50.67,50.1,0.78,62.57,50.67,10.0,15.7
62.33,50.71,50.02,0.78,62.33,50.71,10.0,15.7
63.69,45.17,48.18,0.75,63.69,47.4,10.0,15.7
61.06,50.53,49.15,0.79,61.06,50.53,9.67,15.7
60.84,28.49,30.89,0.68,60.84,32.41,10.0,12.2
60.86,28.49,30.89,0.68,60.86,32.41,10.0,12.2
60.71,28.53,30.77,0.68,60.71,32.47,10.0,12.2
61.31,28.42,31.03,0.69,61.31,32.25,10.0,12.2
60.56,28.65,30.63,0.67,60.56,32.67,10.0,12.2
61.17,28.67,30.57,0.67,61.17,32.67,10.0,12.2
41.49,26.6,30.16,0.7,46.83,34.06,10.0,38.8
43.22,23.03,30.52,0.75,48.0,30.21,10.0,38.8
43.22,23.03,30.53,0.75,48.0,30.55,10.0,38.8
43.22,22.62,30.56,0.75,48.0,30.67,10.0,38.8
43.22,23.03,30.54,0.75,48.0,31.0,10.0,38.8
43.01,23.97,30.54,0.73,47.87,31.78,10.0,38.8
67.57,51.88,54.06,0.82,67.57,51.88,9.88,49.4
67.35,52.35,54.28,0.84,67.35,52.35,9.76,49.4
67.11,52.04,54.37,0.85,67.11,52.04,9.52,49.4
67.26,52.32,54.29,0.84,67.26,52.32,9.74,49.4
67.45,52.08,53.85,0.82,67.45,52.08,9.63,49.4
67.54,51.55,54.11,0.83,67.54,51.55,9.61,49.4
58.92,23.25,26.99,0.61,58.92,28.29,10.0,28.2
58.98,23.3,27.02,0.61,58.98,28.29,10.0,28.2
58.37,21.19,26.35,0.6,58.37,26.57,10.0,28.2
59.08,23.38,27.05,0.6,59.08,28.33,10.0,28.2
59.04,23.21,27.01,0.6,59.04,28.2,10.0,28.2
58.54,21.57,26.4,0.6,58.54,26.83,10.0,28.2
67.33,47.41,51.78,0.79,67.33,49.72,9.7,64.4
67.56,47.31,51.99,0.8,67.56,49.51,9.62,64.4
68.2,47.12,52.33,0.82,68.2,49.18,9.67,64.4
68.34,47.98,52.84,0.83,68.34,49.66,9.58,64.4
68.47,47.94,52.92,0.83,68.47,49.69,9.6,64.4
68.7,47.07,52.96,0.84,68.7,48.86,9.58,64.4
60.9,29.35,30.36,0.62,60.9,34.19,10.0,35.7
60.92,29.12,30.66,0.63,60.92,34.09,10.0,35.7
60.91,29.07,30.62,0.63,60.91,34.05,10.0,35.7
60.63,30.54,30.62,0.61,60.63,35.12,10.0,35.7
60.89,28.65,31.12,0.65,60.89,33.77,10.0,35.7
60.86,28.43,31.17,0.66,60.86,33.61,10.0,35.7
56.67,19.08,29.69,0.72,56.67,24.92,7.3,45.4
55.9,17.77,28.75,0.72,55.9,24.14,7.77,45.4
56.75,17.54,28.91,0.73,56.75,23.66,7.68,45.4
56.75,17.53,28.91,0.73,56.75,23.66,7.68,45.4
56.73,20.29,29.18,0.74,56.73,23.15,8.07,45.4
54.12,18.64,28.36,0.72,54.12,24.7,8.21,45.4
62.98,35.96,40.35,0.76,62.98,40.0,9.81,11.8
63.0,35.48,40.24,0.76,63.0,39.99,9.8,11.8
63.02,35.13,40.34,0.77,63.02,39.51,9.78,11.8
63.56,34.9,40.54,0.77,63.56,39.82,9.87,11.8
63.21,35.62,40.91,0.77,63.21,39.84,9.82,11.8
63.21,35.48,40.43,0.76,63.21,39.83,9.83,11.8
61.28,45.17,47.39,0.81,61.28,47.95,9.18,20.6
62.69,39.87,44.52,0.81,62.69,42.65,9.13,20.6
61.59,39.92,45.46,0.81,61.59,44.38,9.49,20.6
61.61,39.95,45.54,0.81,61.61,44.4,9.47,20.6
60.96,41.56,46.52,0.82,60.96,45.72,9.52,20.6
60.91,41.6,46.51,0.82,60.91,45.76,9.53,20.6
54.08,18.57,27.74,0.71,54.08,24.74,8.65,36.4
55.23,19.12,28.42,0.7,55.23,25.5,8.56,36.4
54.07,18.55,27.68,0.71,54.07,24.72,8.68,36.4
53.16,19.48,27.53,0.71,53.16,24.97,8.78,36.4
55.07,19.25,28.61,0.71,55.07,25.67,8.39,36.4
51.4,17.56,26.12,0.7,51.4,23.24,9.36,36.4
78.49,54.39,58.42,0.82,78.49,54.39,8.67,34.8
55.89,27.17,33.18,0.74,55.89,27.17,7.21,49.7
55.95,26.41,33.18,0.75,55.95,26.41,7.18,49.7
55.98,25.77,33.26,0.75,55.98,25.77,7.15,49.7
55.8,28.13,33.16,0.74,55.8,28.55,7.27,49.7
55.55,27.9,33.49,0.74,55.55,30.17,7.34,49.7
56.18,23.16,31.86,0.73,56.18,26.58,7.42,49.7
67.13,51.75,54.24,0.86,67.13,51.75,9.31,37.5
67.25,51.48,54.01,0.85,67.25,51.48,9.28,37.5
67.03,51.78,53.99,0.85,67.03,51.78,9.26,37.5
67.66,50.98,53.81,0.85,67.66,50.98,8.6,37.5
67.51,51.93,53.72,0.83,67.51,51.93,9.47,37.5
62.52,50.52,50.01,0.78,62.52,50.52,10.0,14.9
62.46,50.6,50.03,0.78,62.46,50.6,10.0,14.9
61.7,50.21,49.44,0.78,61.7,50.21,10.0,14.9
61.12,50.52,49.29,0.79,61.12,50.52,9.75,14.9
61.12,50.6,49.18,0.79,61.12,50.6,9.69,14.9
61.16,50.57,49.28,0.79,61.16,50.57,9.75,14.9
34.58,28.83,28.24,0.63,43.56,36.42,9.87,43.2
34.94,28.91,28.32,0.62,43.75,36.43,9.86,43.2
33.96,29.1,27.91,0.62,43.12,36.85,9.88,43.2
34.19,28.15,26.69,0.61,41.58,37.27,9.9,43.2
34.83,29.17,26.86,0.6,42.05,37.46,9.89,43.2
32.85,29.74,26.94,0.6,42.32,37.61,9.89,43.2
69.1,50.13,53.23,0.83,69.1,50.13,9.43,46.2
69.24,48.16,53.06,0.82,69.24,49.97,9.75,46.2
68.62,48.83,53.33,0.84,68.62,49.79,9.46,46.2
68.66,48.77,53.35,0.84,68.66,49.79,9.47,46.2
69.03,47.21,53.34,0.85,69.03,49.12,9.56,46.2
69.19,47.28,53.54,0.85,69.19,49.26,9.55,46.2
58.56,27.5,37.36,0.85,58.56,32.41,6.21,16.5
58.56,26.72,37.22,0.84,58.56,31.92,6.38,16.5
59.4,27.16,36.98,0.84,59.4,32.27,6.92,16.5
59.71,26.99,36.04,0.82,59.71,31.76,7.43,16.5
59.06,27.99,36.94,0.84,59.06,32.53,6.95,16.5
59.4,26.51,36.95,0.83,59.4,32.05,7.19,16.5
58.64,21.96,26.12,0.58,58.64,28.34,10.0,18.3
58.81,16.95,24.01,0.62,58.81,24.0,9.99,18.3
59.1,23.54,25.2,0.56,59.1,29.77,9.99,18.3
58.61,17.64,24.21,0.61,58.61,23.57,9.99,18.3
58.73,17.22,24.18,0.62,58.73,24.26,9.99,18.3
58.62,17.7,24.28,0.61,58.62,23.62,9.99,18.3
56.41,29.0,40.14,0.9,56.41,34.38,5.4,17.9
57.71,32.87,40.24,0.89,57.71,35.77,5.74,17.9
56.48,28.36,38.84,0.9,56.48,33.92,7.48,17.9
57.13,30.77,39.06,0.89,57.13,34.24,7.25,17.9
58.62,35.13,41.21,0.87,58.62,37.38,4.96,17.9
58.78,35.27,41.32,0.87,58.78,37.48,4.71,17.9
60.12,23.43,29.82,0.69,60.12,29.99,9.63,18.4
59.65,24.79,30.69,0.7,59.65,30.98,9.58,18.4
59.46,24.96,30.83,0.71,59.46,31.02,9.54,18.4
60.66,23.56,31.44,0.71,60.66,29.82,9.37,18.4
60.6,25.66,33.13,0.73,60.6,29.58,8.83,18.4
60.68,25.26,32.96,0.73,60.68,29.41,8.84,18.4
60.55,34.57,38.69,0.76,60.55,38.25,9.38,15.0
60.74,34.41,39.02,0.76,60.74,38.43,9.37,15.0
60.29,34.42,39.7,0.77,60.29,39.12,9.12,15.0
60.36,34.61,39.65,0.77,60.36,39.12,9.16,15.0
60.74,34.74,38.52,0.75,60.74,38.22,9.48,15.0
62.21,35.33,41.57,0.8,62.21,39.31,9.28,15.0
55.67,28.89,41.0,0.83,55.67,33.73,6.13,43.7
55.61,27.75,40.53,0.82,55.61,32.93,6.27,43.7
56.02,31.38,41.74,0.85,56.02,35.62,5.59,43.7
55.5,30.52,41.23,0.85,55.5,34.95,5.6,43.7
56.73,33.42,43.27,0.86,56.73,37.77,6.05,43.7
55.16,28.04,40.48,0.82,55.16,33.16,6.13,43.7
62.73,45.98,47.86,0.75,62.73,48.1,10.0,14.4
63.8,44.08,47.12,0.75,63.8,46.57,10.0,14.4
62.86,38.73,42.06,0.75,62.86,42.24,9.94,14.4
62.33,40.62,42.88,0.76,62.33,43.3,9.94,14.4
62.9,40.58,44.48,0.77,62.9,43.93,9.96,14.4
62.85,42.31,45.31,0.76,62.85,45.55,9.95,14.4
57.0,26.65,37.4,0.86,57.0,30.29,4.46,39.0
53.76,30.02,39.12,0.92,53.76,31.78,4.04,39.0
55.2,27.3,37.91,0.88,55.2,30.76,4.01,39.0
54.78,27.54,38.01,0.89,54.78,30.91,3.91,39.0
55.2,27.15,37.9,0.88,55.2,30.69,4.02,39.0
54.19,27.73,38.2,0.9,54.19,31.01,3.9,39.0
31.11,27.58,33.08,0.93,37.64,32.98,5.7,62.2
30.96,27.56,32.99,0.93,37.5,32.96,5.64,62.2
30.86,27.72,32.95,0.93,37.32,33.08,5.86,62.2
31.12,27.64,33.09,0.93,37.63,33.02,5.77,62.2
31.19,27.63,33.13,0.93,37.71,33.02,5.79,62.2
30.96,27.73,33.02,0.93,37.43,33.08,5.88,62.2
69.44,51.14,55.33,0.84,69.44,51.14,9.08,27.2
69.39,50.64,55.42,0.85,69.39,50.64,9.18,27.2
69.15,51.97,55.47,0.84,69.15,51.97,9.17,27.2
70.06,51.63,55.19,0.83,70.06,51.63,9.16,27.2
70.29,52.36,55.16,0.82,70.29,52.36,9.47,27.2
70.31,52.37,55.15,0.82,70.31,52.37,9.47,27.2
58.12,19.36,25.91,0.61,58.12,25.47,10.0,24.4
58.15,19.61,25.91,0.61,58.15,25.67,10.0,24.4
58.14,19.56,25.92,0.61,58.14,25.62,10.0,24.4
58.03,19.69,25.99,0.61,58.03,25.7,10.0,24.4
57.92,19.65,26.03,0.61,57.92,25.67,10.0,24.4
58.25,19.88,26.14,0.61,58.25,26.35,10.0,24.4
56.49,18.78,30.46,0.71,56.49,25.79,7.32,42.0
56.12,21.29,31.57,0.72,56.12,27.26,7.42,42.0
55.96,20.88,31.4,0.71,55.96,27.68,7.53,42.0
56.67,18.25,30.22,0.71,56.67,25.37,7.36,42.0
57.35,16.52,29.13,0.72,57.35,24.25,7.98,42.0
55.19,19.33,30.17,0.71,55.19,26.15,7.58,42.0
38.59,26.18,29.2,0.63,45.98,34.88,10.0,35.7
39.92,25.8,29.33,0.62,46.82,34.64,10.0,35.7
40.42,26.23,29.65,0.64,46.67,35.04,10.0,35.7
40.9,22.73,30.01,0.72,46.15,31.12,10.0,35.7
35.07,22.63,29.05,0.69,43.97,31.72,10.0,35.7
57.57,19.66,28.14,0.68,57.57,25.45,9.18,23.3
56.76,21.13,27.67,0.66,56.76,25.96,9.28,23.3
56.66,19.97,27.99,0.68,56.66,25.52,9.12,23.3
56.76,20.81,27.68,0.67,56.76,25.79,9.29,23.3
56.72,20.92,27.69,0.67,56.72,25.85,9.28,23.3
57.34,18.77,28.43,0.69,57.34,24.87,9.06,23.3
38.82,27.02,35.32,0.91,45.41,32.35,6.31,48.0
34.55,26.72,35.25,0.9,42.89,33.15,7.11,48.0
34.93,26.65,35.37,0.9,43.15,33.12,7.04,48.0
37.8,25.81,36.22,0.92,45.19,32.8,6.3,48.0
37.57,28.06,36.77,0.9,45.12,33.72,7.01,48.0
36.95,27.97,37.26,0.9,44.83,34.18,7.67,48.0
54.96,25.77,33.98,0.78,54.96,29.14,6.38,44.9
55.14,25.67,34.06,0.78,55.14,29.07,6.36,44.9
54.44,25.97,33.73,0.78,54.44,29.35,6.44,44.9
54.67,25.93,33.84,0.78,54.67,29.26,6.41,44.9
54.58,25.89,33.82,0.78,54.58,29.29,6.37,44.9
54.72,26.11,33.81,0.77,54.72,29.25,6.52,44.9
60.71,27.95,30.41,0.67,60.71,32.83,10.0,29.0
60.78,28.13,30.26,0.67,60.78,32.83,10.0,29.0
60.69,27.9,30.46,0.67,60.69,32.82,10.0,29.0
60.92,28.66,30.72,0.67,60.92,32.97,10.0,29.0
61.0,28.55,30.6,0.67,61.0,32.85,10.0,29.0
61.03,28.17,30.35,0.66,61.03,32.73,10.0,29.0
59.07,17.54,24.28,0.58,59.07,23.76,10.0,23.9
58.56,13.74,21.2,0.55,58.56,21.77,10.0,23.9
58.42,13.56,20.91,0.54,58.42,21.65,10.0,23.9
59.05,14.86,21.16,0.54,59.05,22.63,10.0,23.9
58.96,12.84,19.19,0.52,58.96,21.56,10.0,23.9
58.76,13.93,21.57,0.55,58.76,21.89,10.0,23.9
59.3,36.67,42.6,0.87,59.3,39.31,3.96,16.3
59.43,36.43,42.69,0.87,59.43,39.16,3.88,16.3
59.62,35.92,42.7,0.87,59.62,38.82,3.63,16.3
57.07,29.5,40.63,0.89,57.07,34.77,4.62,16.3
56.72,29.23,40.43,0.9,56.72,34.53,4.98,16.3
57.56,31.7,41.96,0.9,57.56,34.83,3.16,16.3
65.88,38.67,38.09,0.64,65.88,42.73,9.8,17.6
66.22,38.1,37.64,0.63,66.22,42.32,9.82,17.6
66.92,37.25,35.62,0.59,66.92,41.95,10.0,17.6
67.1,37.74,36.7,0.61,67.1,42.23,9.89,17.6
66.32,37.5,35.88,0.6,66.32,42.14,10.0,17.6
67.27,37.05,35.54,0.6,67.27,41.53,10.0,17.6
64.03,43.3,42.35,0.71,64.03,45.41,9.0,22.9
64.19,42.94,42.15,0.7,64.19,45.38,9.03,22.9
64.23,42.98,42.09,0.7,64.23,45.37,9.04,22.9
63.81,43.31,42.71,0.71,63.81,45.49,8.93,22.9
64.11,41.51,41.25,0.7,64.11,44.47,9.2,22.9
64.11,41.51,41.26,0.7,64.11,44.47,9.2,22.9
56.76,28.72,36.23,0.82,56.76,33.73,8.21,18.9
56.39,28.81,37.27,0.86,56.39,33.69,7.93,18.9
56.43,28.7,37.37,0.86,56.43,33.6,7.97,18.9
56.32,28.9,37.96,0.88,56.32,34.13,7.02,18.9
56.49,29.77,38.42,0.88,56.49,34.44,6.8,18.9
56.51,29.65,37.35,0.86,56.51,33.91,7.39,18.9
58.9,23.11,29.94,0.7,58.9,25.13,9.39,27.7
62.11,25.63,32.48,0.66,62.11,29.56,9.23,27.7
62.09,26.16,32.38,0.67,62.09,29.27,9.21,27.7
61.1,24.56,31.11,0.67,61.1,27.81,9.15,27.7
61.9,26.41,32.79,0.68,61.9,29.54,9.13,27.7
61.43,27.18,31.81,0.67,61.43,28.55,9.23,27.7
56.37,19.28,29.46,0.77,56.37,22.53,8.82,42.2
54.76,18.17,28.54,0.75,54.76,23.15,9.65,42.2
53.87,17.67,27.59,0.73,53.87,23.99,9.7,42.2
51.71,18.89,27.22,0.71,51.71,25.03,9.29,42.2
51.08,20.36,27.97,0.72,51.08,25.58,9.73,42.2
52.75,18.48,28.14,0.73,52.75,24.61,9.7,42.2
68.89,50.49,53.83,0.83,68.89,50.49,9.41,44.0
68.89,50.52,53.84,0.83,68.89,50.52,9.41,44.0
68.82,50.99,53.97,0.83,68.82,50.99,9.39,44.0
67.97,48.17,53.27,0.83,67.97,49.85,9.46,44.0
67.99,48.18,53.27,0.83,67.99,49.86,9.47,44.0
54.97,35.92,44.54,0.91,54.97,38.76,5.74,42.8
54.97,35.93,44.54,0.91,54.97,38.76,5.75,42.8
54.64,34.84,44.33,0.92,54.64,38.2,5.38,42.8
54.32,36.59,43.99,0.91,54.32,38.29,5.79,42.8
54.34,36.58,44.01,0.91,54.34,38.36,5.85,42.8
54.35,36.57,44.01,0.91,54.35,38.39,5.88,42.8
60.17,39.14,47.0,0.93,60.17,42.27,5.26,36.9
58.09,37.36,43.85,0.93,58.09,38.82,3.89,36.9
59.71,38.09,44.83,0.92,59.71,40.37,4.79,36.9
59.73,38.14,44.85,0.92,59.73,40.42,4.8,36.9
58.3,37.04,43.93,0.93,58.3,38.79,4.42,36.9
58.37,37.97,43.72,0.91,58.37,39.1,4.03,36.9
66.16,46.57,52.39,0.85,66.16,47.99,9.79,11.2
65.58,47.19,51.78,0.85,65.58,48.16,9.75,11.2
65.48,47.15,51.74,0.85,65.48,48.07,9.74,11.2
67.2,46.32,52.42,0.84,67.2,47.6,9.5,11.2
66.85,46.41,52.32,0.85,66.85,47.59,9.54,11.2
68.77,52.88,53.69,0.79,68.77,52.88,9.83,47.9
68.25,52.33,53.57,0.8,68.25,52.33,9.82,47.9
68.06,52.36,53.57,0.81,68.06,52.36,9.8,47.9
68.11,52.59,53.94,0.82,68.11,52.59,9.88,47.9
67.75,51.98,54.0,0.82,67.75,51.98,9.9,47.9
67.47,52.4,54.27,0.84,67.47,52.4,9.78,47.9
60.3,22.59,29.45,0.66,60.3,26.44,9.32,30.4
61.24,26.74,30.95,0.67,61.24,27.52,9.15,30.4
61.12,26.81,31.0,0.67,61.12,27.66,9.16,30.4
61.53,22.4,30.52,0.68,61.53,26.74,9.14,30.4
60.7,23.68,30.66,0.67,60.7,27.15,9.16,30.4
60.68,23.14,30.51,0.68,60.68,26.88,9.16,30.4
